insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(72000,'1984',2020,'청운동','청운빌라',10,16,144.36,'4-35',11110,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(70000,'1991',2020,'노량진동','(293-7)',10,7,72.58,'293-7',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(109000,'1997',2020,'노량진동','동방빌라',10,15,62.74,'302-166',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(99300,'1992',2020,'노량진동','동궁빌라',10,16,64.89,'232-250',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(42200,'2019',2020,'상도동','효파크빌',10,1,58.2,'159-37',11590,6,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6300,'1994',2020,'상도동','부광빌라',10,3,34.15,'279-176',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7200,'1986',2020,'상도동','(279-567)',10,3,41.19,'279-567',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(18400,'2020',2020,'상도동','센터포인트상도',10,5,19.98,'211-481',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(20000,'2001',2020,'상도동','효성하이츠빌라',10,5,56.51,'279-210',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(50000,'1995',2020,'상도동','청명아트빌라',10,5,59.64,'184-227',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(27000,'2020',2020,'상도동','대흥미소가29차(B동)',10,5,29.49,'227-29',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(27000,'2020',2020,'상도동','대흥미소가29차(B동)',10,5,29.49,'227-29',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(23000,'2008',2020,'상도동','진이빌',10,6,66.67,'279-9',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(35000,'2019',2020,'상도동','다인캐슬2차',10,6,28.44,'244-29',11590,6,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16300,'1993',2020,'상도동','우성(299-19)',10,10,41.94,'299-19',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(24000,'2014',2020,'상도동','한강뉴스타B동2차',10,10,39.32,'210-74',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(128000,'1976',2020,'상도동','신우(184-233)',10,10,50.41,'184-233',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29000,'1998',2020,'상도동','해성빌라',10,12,62.39,'126-39',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(34300,'2002',2020,'상도동','동승빌리지B동',10,12,73.25,'335-222',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(27800,'2003',2020,'상도동','원형(279-552)',10,12,61.58,'279-552',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(42250,'2002',2020,'상도동','성대하이츠빌',10,12,70.29,'348-62',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(37900,'2020',2020,'상도동','소살리토상도',10,12,55.03,'244-267',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29800,'2009',2020,'상도동','해오름빌',10,12,81.6,'244-165',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(24900,'2009',2020,'상도동','해오름빌',10,12,61.965,'244-165',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(34000,'2013',2020,'상도동','동성해나루',10,12,63.79,'159-30',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29800,'2002',2020,'상도동','미성모던빌',10,13,79.65,'202-101',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29800,'2020',2020,'상도동','푸른주택',10,13,29.46,'301-28',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(45000,'1994',2020,'상도동','부양빌라',10,13,60.69,'183-18',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(42800,'2002',2020,'상도동','태원빌라(361-133)',10,13,84.23,'361-133',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26500,'2012',2020,'상도동','로뎀스카이뷰',10,13,54.88,'279-66',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26000,'2001',2020,'상도동','금호맨션(244-176)',10,13,78.7,'244-176',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12000,'1990',2020,'상도동','보성하이츠빌라',10,13,42.54,'244-76',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(25000,'2016',2020,'상도동','퍼스트빌',10,13,28.8,'244-35',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22400,'2020',2020,'상도동','센터포인트상도',10,15,25.64,'211-481',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22500,'2013',2020,'상도동','한강뉴스타(210-289)',10,15,35.05,'210-289',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(63000,'2001',2020,'상도동','정다운빌',10,15,73.81,'183-40',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(30000,'2013',2020,'상도동','휴먼빌레',10,15,44.29,'210-133',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(41700,'2019',2020,'상도동','효파크빌',10,16,58.2,'159-37',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(27000,'1991',2020,'상도동','럭키빌리지',10,17,60.84,'56-35',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(28000,'2003',2020,'상도동','메이져빌5차',10,17,79.34,'159-43',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14000,'2010',2020,'상도동','신우하이빌',10,17,26.09,'235-17',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(27500,'2016',2020,'상도동','로얄팰리스',10,18,52.88,'279-163',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26500,'2020',2020,'상도동','예그린',10,18,29.72,'279-329',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26000,'2013',2020,'상도동','대흥미소가9차',10,18,33.7,'292-50',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(43900,'2002',2020,'상도동','미미아트빌(335-107)',10,18,76.8,'335-107',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29000,'2009',2020,'상도동','덕성빌라',10,19,62.7,'214-228',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(60000,'1995',2020,'상도동','청명아트빌라',10,19,68.52,'184-227',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29800,'2020',2020,'상도동','센터포인트상도',10,20,30.75,'211-481',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12000,'1997',2020,'상도동','청우그린9차',10,20,59.19,'279-387',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(17000,'2009',2020,'상도동','한강팰리스',10,20,39.68,'279-441',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26000,'1994',2020,'상도동','해태빌라(가동)',10,20,38.25,'196-13',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22000,'2015',2020,'상도동','렉스빌(214-197)',10,20,37.12,'214-197',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(18500,'1993',2020,'상도동','스위트빌라(214-30)',10,20,64.86,'214-30',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(30000,'1991',2020,'상도동','정호빌라',10,21,46.08,'196-12',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(24950,'2015',2020,'상도동','동원베스트타운',10,21,32.91,'465-1',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21000,'1996',2020,'상도동','동신하이츠빌라',10,22,60.45,'299-26',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(18000,'2008',2020,'상도동','대지파크빌3차',10,22,47.95,'302-62',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(34700,'2014',2020,'상도동','한강뉴스타5차A동(239-16)',10,22,55.39,'239-16',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(30000,'2017',2020,'상도동','미소가B동',10,22,45.96,'244-168',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(39000,'1986',2020,'상도동','장승빌라A동(200-83)',10,23,41.64,'200-83',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9000,'1995',2020,'상도동','장성아트빌라',10,23,57.96,'214-104',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(39500,'2002',2020,'상도동','벧엘하이빌',10,23,80.15,'335-102',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(23500,'1994',2020,'상도동','해태빌라(나동)(196-92)',10,24,33.07,'196-92',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16500,'1992',2020,'상도동','청수빌라',10,24,59.85,'279-22',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(20000,'2002',2020,'상도동','선진파크빌',10,26,40.03,'7-47',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6450,'1991',2020,'상도동','(279-476)',10,26,44.08,'279-476',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26000,'2014',2020,'상도동','예성휴캐슬(301-53)',10,27,39.77,'301-53',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29500,'1995',2020,'상도동','유성',10,28,80.19,'279-51',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14000,'2002',2020,'상도동','우주빌A',10,28,38.54,'244-170',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26500,'1996',2020,'상도동','(214-92)',10,29,70.11,'214-92',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(44000,'1997',2020,'상도동','파스칼시티빌',10,29,57.9,'200-19',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(28200,'2014',2020,'상도동','아너스빌',10,30,68.86,'301-11',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(43000,'2002',2020,'상도동','일두건설빌라',10,31,75.52,'335-167',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14000,'1990',2020,'상도1동','정원빌라(327-6)',10,7,30.36,'327-6',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(48000,'1996',2020,'상도1동','동도리치빌라(764-1)',10,11,75.78,'764-1',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9500,'1991',2020,'상도1동','(317-2)',10,13,34.3,'317-2',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(53500,'1998',2020,'상도1동','도원빌라',10,15,84.72,'460-4',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(28000,'2014',2020,'상도1동','한빛위너스A동B동(725-1)',10,19,32.55,'725-1',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(27500,'2002',2020,'상도1동','희망하이츠빌(266-1)',10,19,58.52,'266-1',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29900,'2002',2020,'상도1동','럭키하이츠',10,21,54.55,'421-1',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15600,'1992',2020,'상도1동','영창하이츠빌라 나',10,26,57.84,'328-5',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(100000,'1986',2020,'흑석동','(278-10)',10,17,59.07,'278-10',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(36400,'2016',2020,'흑석동','다온주택',10,26,55.36,'186-2',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(42000,'1995',2020,'동작동','로얄하이츠',10,10,82,'102-51',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(59500,'2003',2020,'동작동','미양하이츠',10,16,84.35,'102-38',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(41300,'2016',2020,'사당동','LS펠리체',10,5,51.35,'1051-18',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(40000,'2009',2020,'사당동','카보드빌',10,6,61.02,'278-30',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(35500,'2004',2020,'사당동','덕우',10,6,54.39,'228-6',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21000,'2006',2020,'사당동','이수빌(435-3)',10,7,52.32,'435-3',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(41500,'1983',2020,'사당동','대창1동',10,7,58.01,'235-2',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(25000,'1992',2020,'사당동','보성빌라',10,8,43.69,'220-106',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(31000,'1994',2020,'사당동','그린아트빌라2',10,8,61.72,'449-30',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22500,'1986',2020,'사당동','초원빌라B',10,9,38.4,'219-59',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(38000,'2003',2020,'사당동','삼원하이츠6차1동',10,9,60.4,'1017-14',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(34000,'2003',2020,'사당동','세영베스트빌(241-24)',10,13,80,'241-24',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(28800,'1987',2020,'사당동','범신',10,13,41.37,'272-32',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(40000,'2018',2020,'사당동','다원씨앤아이',10,14,37.86,'180-12',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(32000,'2018',2020,'사당동','엘파라시오9차',10,14,29.82,'279-19',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(33500,'1987',2020,'사당동','(57-81)',10,14,28.35,'57-81',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(23800,'1990',2020,'사당동','은진',10,14,34.74,'220-109',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29000,'1987',2020,'사당동','미성A',10,15,36.08,'141-235',11590,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(23500,'1986',2020,'사당동','(175-50)',10,15,33.88,'175-50',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(46500,'2004',2020,'사당동','황성빌라',10,16,72.38,'278-41',11590,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26000,'1994',2020,'사당동','상정빌라',10,16,37.22,'1025-20',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(28600,'2002',2020,'사당동','삼성홈타운',10,16,53.42,'1022-42',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(35000,'2014',2020,'사당동','웰리치파크(141-81)',10,19,40.25,'141-81',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(42000,'2002',2020,'사당동','파인힐아트빌',10,20,76.56,'419-71',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(49500,'2020',2020,'사당동','엠펠리스',10,20,52.83,'235-63',11590,6,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(34000,'2020',2020,'사당동','엘파라시오프라임',10,20,33.27,'282-2',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(34100,'1991',2020,'사당동','동남빌라',10,22,69.92,'1052-1',11590,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(34500,'2018',2020,'사당동','자가자찬',10,22,29.88,'217-15',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(38100,'1989',2020,'사당동','제일빌라A',10,23,49.68,'235-92',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(31500,'1992',2020,'사당동','(220-61)',10,24,56.99,'220-61',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(28500,'2008',2020,'사당동','더하우스8차',10,24,46.35,'419-42',11590,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29700,'2003',2020,'사당동','우강쉐르빌',10,26,49.25,'449-81',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(33500,'2018',2020,'사당동','자가자찬',10,26,29.54,'217-15',11590,6,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(31000,'2017',2020,'사당동','플로렌스',10,30,39.39,'311-10',11590,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(30900,'2001',2020,'대방동','하나빌라트',10,4,59.23,'391-292',11590,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(44700,'2019',2020,'대방동','샘솟는터',10,5,58.25,'375-11',11590,2,0,false,true);
